DirectX11_2DGame\DirectX11_Test\Source\Game\HitBox.h/line32,funcName:Hurtboxes,Tick:0,Collision system Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:712,Time to Process Systems::KillGenerate(ms): 0.7580234
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:712,Time to Process Systems::BallAction(ms): 0.23860393
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:712,Time to Process Systems::GenerateHitEffect(ms): 0.0023693813
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:712,Time to Process Systems::DrawConstant(ms): 0.0035786515
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:712,Time to Process Systems::ControlUnitCount(ms): 0.057919946
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:712,Time to Process Systems::DrawBlockAppearance(ms): 0.007789327
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:712,Time to Process Systems::DrawVariable(ms): 1.8900969
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:712,Time to Process Systems::WallHurtbox(ms): 0.25797042
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:712,Time to Process Systems::BallHurtbox(ms): 0.14118116
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:712,Time to Process Systems::CheckUnitCollision(ms): 0.20846067
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:712,Time to Process Constant Draw(ms): 0.012148873
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:712,Time to Process General Draw(ms): 1.0614351
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:712,Time to Process UI(ms): 0.07738207
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:712,Time to Process Present(ms): 1.0503315
