DirectX11_2DGame\DirectX11_Test\Source\Game\HitBox.h/line32,funcName:Hurtboxes,Tick:0,Collision system Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line232,funcName:LoadMission,Tick:0,Mission loading succeeded:Data/MissionData/Mission_Test.json
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process LoadEntities(ms): 1132.197
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::CheckBulletCollision(ms): 0.03883871
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::BindLeaderMember(ms): 0.28067744
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process GameSystem::Execute(ms): 80.66981
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Shadow Draw(ms): 0.084129035
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process LoadBalls(ms): 1.373
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::BindCoreBall(ms): 2.010645
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::UpdateWorld(ms): 17.497934
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Block Draw(ms): 0.14145164
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process LoadUnits(ms): 1.172
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process mAllSystem.Update(ms): 68.30417
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process EraseDeletedEntities(ms): 1.4622581
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process LoadMap(ms): 26941.885
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Variable Draw(ms): 0.089838706
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process LoadMission(ms): 26945.146
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process ClearRenderTarget(ms): 0.05419355
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::GenerateTrajectory(ms): 0.0130322585
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::InvationObserve(ms): 0.020516127
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::UnitCountObserve(ms): 0.021935483
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::Spawn(ms): 0.012032258
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::CalculateNextTickWorld(ms): 12.4084835
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::DamageUpdate(ms): 5.975484
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::CorpsAction(ms): 0.36374193
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::UnitAction(ms): 11.365935
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::DrawShadow(ms): 0.06474194
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::CoreApplyLinearAcceralation(ms): 0.018612904
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::KillGenerate(ms): 3.3285806
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::BallAction(ms): 1.7141936
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::GenerateHitEffect(ms): 0.016387096
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::DrawConstant(ms): 0.027096774
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::ControlUnitCount(ms): 0.33835483
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::DrawBlockAppearance(ms): 0.49296775
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::DrawVariable(ms): 8.0240965
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::WallHurtbox(ms): 0.9827742
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::BallHurtbox(ms): 1.0100644
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Systems::CheckUnitCollision(ms): 2.1359355
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Constant Draw(ms): 0.04593548
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process General Draw(ms): 6.836
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process UI(ms): 0.3892903
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:31,Time to Process Present(ms): 0.18432258
