DirectX11_2DGame\DirectX11_Test\Source\Game\HitBox.h/line32,funcName:Hurtboxes,Tick:0,Collision system Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line232,funcName:LoadMission,Tick:0,Mission loading succeeded:Data/MissionData/Mission_Test.json
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process LoadEntities(ms): 952.294
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::CheckBulletCollision(ms): 0.038363636
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::BindLeaderMember(ms): 0.2998182
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process GameSystem::Execute(ms): 84.25945
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Shadow Draw(ms): 0.06436364
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process LoadBalls(ms): 0.999
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::BindCoreBall(ms): 2.6907272
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::UpdateWorld(ms): 16.898544
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Block Draw(ms): 0.13118182
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process LoadUnits(ms): 0.811
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process mAllSystem.Update(ms): 72.15527
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process EraseDeletedEntities(ms): 1.3743637
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process LoadMap(ms): 27212.736
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Variable Draw(ms): 0.056545455
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process LoadMission(ms): 27214.908
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process ClearRenderTarget(ms): 0.049636364
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::GenerateTrajectory(ms): 0.012454545
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::InvationObserve(ms): 0.019181818
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::UnitCountObserve(ms): 0.01709091
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::Spawn(ms): 0.010090909
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::CalculateNextTickWorld(ms): 12.170363
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::DamageUpdate(ms): 5.968
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::CorpsAction(ms): 0.31454545
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::UnitAction(ms): 14.196909
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::DrawShadow(ms): 0.045636363
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::CoreApplyLinearAcceralation(ms): 0.019636365
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::KillGenerate(ms): 3.923
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::BallAction(ms): 1.6594546
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::GenerateHitEffect(ms): 0.017181817
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::DrawConstant(ms): 0.026
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::ControlUnitCount(ms): 0.34372726
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::DrawBlockAppearance(ms): 1.2984546
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::DrawVariable(ms): 7.698273
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::WallHurtbox(ms): 0.918
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::BallHurtbox(ms): 1.2110909
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Systems::CheckUnitCollision(ms): 2.2527273
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Constant Draw(ms): 0.04427273
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process General Draw(ms): 6.638273
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process UI(ms): 0.64236367
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:11,Time to Process Present(ms): 0.13745454
