DirectX11_2DGame\DirectX11_Test\Source\Game\HitBox.h/line32,funcName:Hurtboxes,Tick:0,Collision system Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:600,Time to Process Systems::KillGenerate(ms): 0.7462363
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:600,Time to Process Systems::BallAction(ms): 0.22650667
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:600,Time to Process Systems::GenerateHitEffect(ms): 0.0025699981
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:600,Time to Process Systems::DrawConstant(ms): 0.0036833333
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:600,Time to Process Systems::ControlUnitCount(ms): 0.05935333
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:600,Time to Process Systems::DrawBlockAppearance(ms): 0.008668337
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:600,Time to Process Systems::DrawVariable(ms): 1.8256354
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:600,Time to Process Systems::WallHurtbox(ms): 0.25748172
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:600,Time to Process Systems::BallHurtbox(ms): 0.14739169
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:600,Time to Process Systems::CheckUnitCollision(ms): 0.21389845
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:600,Time to Process Constant Draw(ms): 0.010193335
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:600,Time to Process General Draw(ms): 1.003314
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:600,Time to Process UI(ms): 0.053798348
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:600,Time to Process Present(ms): 0.09724999
