DirectX11_2DGame\DirectX11_Test\Source\Game\HitBox.h/line32,funcName:Hurtboxes,Tick:0,Collision system Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:112,Time to Process Systems::BallAction(ms): 1.046384
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:112,Time to Process Systems::GenerateHitEffect(ms): 0.013732143
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:112,Time to Process Systems::DrawConstant(ms): 0.022866076
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:112,Time to Process Systems::ControlUnitCount(ms): 0.20049997
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:112,Time to Process Systems::DrawBlockAppearance(ms): 0.13084827
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:112,Time to Process Systems::DrawVariable(ms): 4.5598135
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:112,Time to Process Systems::WallHurtbox(ms): 0.8365714
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:112,Time to Process Systems::BallHurtbox(ms): 0.51256245
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:112,Time to Process Systems::CheckUnitCollision(ms): 1.317902
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:112,Time to Process Constant Draw(ms): 0.0348125
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:112,Time to Process General Draw(ms): 5.180062
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:112,Time to Process UI(ms): 0.18691072
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:112,Time to Process Present(ms): 0.1198125
