DirectX11_2DGame\DirectX11_Test\Source\Game\HitBox.h/line32,funcName:Hurtboxes,Tick:0,Collision system Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:33,Time to Process Systems::BallAction(ms): 1.6818182
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:33,Time to Process Systems::GenerateHitEffect(ms): 0.08393939
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:33,Time to Process Systems::DrawConstant(ms): 0.031181818
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:33,Time to Process Systems::ControlUnitCount(ms): 0.3235454
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:33,Time to Process Systems::DrawBlockAppearance(ms): 0.4522121
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:33,Time to Process Systems::DrawVariable(ms): 7.8239393
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:33,Time to Process Systems::WallHurtbox(ms): 0.8548788
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:33,Time to Process Systems::BallHurtbox(ms): 0.9755151
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:33,Time to Process Systems::CheckUnitCollision(ms): 2.2394848
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:33,Time to Process Constant Draw(ms): 0.05018182
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:33,Time to Process General Draw(ms): 6.6431212
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:33,Time to Process UI(ms): 0.4135454
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:33,Time to Process Present(ms): 0.17866667
