DirectX11_2DGame\DirectX11_Test\Source\Game\HitBox.h/line32,funcName:Hurtboxes,Tick:0,Collision system Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::BallAction(ms): 2.963056
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::GenerateHitEffect(ms): 0.014594169
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::DrawConstant(ms): 0.023910318
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::ControlUnitCount(ms): 0.43679157
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::DrawBlockAppearance(ms): 0.03932511
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::DrawVariable(ms): 11.95588
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::WallHurtbox(ms): 0.85459876
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::BallHurtbox(ms): 0.894491
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Systems::CheckUnitCollision(ms): 2.9673545
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Constant Draw(ms): 0.03577803
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process General Draw(ms): 8.542929
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process UI(ms): 0.18834078
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:446,Time to Process Present(ms): 0.12819967
