DirectX11_2DGame\DirectX11_Test\Source\Game\HitBox.h/line32,funcName:Hurtboxes,Tick:0,Collision system Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:273,Time to Process Systems::KillGenerate(ms): 0.6768023
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:273,Time to Process Systems::BallAction(ms): 0.20789011
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:273,Time to Process Systems::GenerateHitEffect(ms): 0.0023186824
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:273,Time to Process Systems::DrawConstant(ms): 0.0036410259
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:273,Time to Process Systems::ControlUnitCount(ms): 0.06352015
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:273,Time to Process Systems::DrawBlockAppearance(ms): 0.01718681
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:273,Time to Process Systems::DrawVariable(ms): 1.3328756
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:273,Time to Process Systems::WallHurtbox(ms): 0.25342858
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:273,Time to Process Systems::BallHurtbox(ms): 0.15018687
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:273,Time to Process Systems::CheckUnitCollision(ms): 0.23031868
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:273,Time to Process Constant Draw(ms): 0.012820516
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:273,Time to Process General Draw(ms): 0.90849805
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:273,Time to Process UI(ms): 0.06349453
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line78,funcName:Save,Tick:273,Time to Process Present(ms): 2.6519895
