DirectX11_2DGame\DirectX11_Test\Source\Game\HitBox.h/line32,funcName:Hurtboxes,Tick:0,Collision system Initialization succeeded.
DirectX11_2DGame\DirectX11_Test\Source\Game\Entity.cpp/line232,funcName:LoadMission,Tick:0,Mission loading succeeded:Data/MissionData/Mission_Test.json
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process LoadEntities(ms): 993.364
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::CheckBulletCollision(ms): 0.03618519
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::BindLeaderMember(ms): 0.28188887
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process GameSystem::Execute(ms): 79.320816
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Shadow Draw(ms): 0.13262962
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process LoadBalls(ms): 2.136
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::BindCoreBall(ms): 2.2516296
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::UpdateWorld(ms): 17.342222
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Block Draw(ms): 0.12722223
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process LoadUnits(ms): 1.362
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process mAllSystem.Update(ms): 66.88174
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process EraseDeletedEntities(ms): 1.4522593
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process LoadMap(ms): 27485.414
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Variable Draw(ms): 0.06111111
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process LoadMission(ms): 27487.57
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process ClearRenderTarget(ms): 0.051407404
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::GenerateTrajectory(ms): 0.011518518
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::InvationObserve(ms): 0.01951852
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::UnitCountObserve(ms): 0.02111111
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::Spawn(ms): 0.012518519
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::CalculateNextTickWorld(ms): 12.005815
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::DamageUpdate(ms): 5.8175554
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::CorpsAction(ms): 0.35229632
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::UnitAction(ms): 10.31437
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::DrawShadow(ms): 0.057185184
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::CoreApplyLinearAcceralation(ms): 0.018518519
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::KillGenerate(ms): 3.3248518
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::BallAction(ms): 1.6373334
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::GenerateHitEffect(ms): 0.016
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::DrawConstant(ms): 0.027814815
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::ControlUnitCount(ms): 0.32744446
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::DrawBlockAppearance(ms): 0.5578149
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::DrawVariable(ms): 8.139519
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::WallHurtbox(ms): 0.9647037
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::BallHurtbox(ms): 1.0531851
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Systems::CheckUnitCollision(ms): 2.1598518
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Constant Draw(ms): 0.04181482
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process General Draw(ms): 6.8753705
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process UI(ms): 0.4397037
DirectX11_2DGame\DirectX11_Test\DebugAssist.h/line80,funcName:Save,Tick:27,Time to Process Present(ms): 0.14029628
